"SEQ"	"WH"	"DEVID"	"SYSFLG1"	"SYSFLG2"	"SYSFLG3"	"SYSFLG4"	"LOGINID"	"TRDATE"	"TRTYPE"	"OPESEQ"	"RESULT"	"RSNCODE"	"TRUCKNO"	"CUSTNO"	"SHIPPN"	"SHIPQTY"	"TAGTYPE"	"PN"	"CUSTPN"	"QTY"	"TAGSEQ"	"SCANDATE"	"SCANTIME"	"REGISTERED_AT"	"REGISTERED_COMPNAME"	"REGISTERED_COMPCODE"	"SHIPNO"	"CHECKTYPE"	"FILENAME"
50	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0186"	"0"	"2000"	"0131056"	"10005500"	"               "		"11"	"AE062020-65200T"	"85720-0K170-00           "	10	"0070230"	10-JAN-25	"163014"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
51	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0187"	"0"	"3000"	"0131056"	"10005500"	"               "		"UR"	"AE062020-65200T"	"85720-0K170-00           "	10	"736"	10-JAN-25	"163015"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
52	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0188"	"0"	"2000"	"0131056"	"10005500"	"               "		"11"	"AE062020-65200T"	"85720-0K170-00           "	10	"0070221"	10-JAN-25	"163018"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
53	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0189"	"0"	"3000"	"0131056"	"10005500"	"               "		"UR"	"AE062020-65200T"	"85720-0K170-00           "	10	"750"	10-JAN-25	"163019"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
54	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0190"	"0"	"2000"	"0131056"	"10005500"	"               "		"11"	"AE062020-65200T"	"85720-0K170-00           "	10	"0070226"	10-JAN-25	"163021"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
55	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0191"	"0"	"3000"	"0131056"	"10005500"	"               "		"UR"	"AE062020-65200T"	"85720-0K170-00           "	10	"738"	10-JAN-25	"163022"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
93	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0219"	"0"	"2000"	"0131056"	"10005500"	"               "		"11"	"AE262100-78000T"	"85710-0D570-00           "	10	"0070227"	10-JAN-25	"163449"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
94	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0220"	"0"	"3000"	"0131056"	"10005500"	"               "		"UR"	"AE262100-78000T"	"85710-0D570-00           "	10	"457"	10-JAN-25	"163450"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
95	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0221"	"0"	"2000"	"0131056"	"10005500"	"               "		"11"	"AE262100-78000T"	"85710-0D570-00           "	10	"0070292"	10-JAN-25	"163453"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
96	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0222"	"0"	"3000"	"0131056"	"10005500"	"               "		"UR"	"AE262100-78000T"	"85710-0D570-00           "	10	"458"	10-JAN-25	"163454"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
97	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0223"	"0"	"2000"	"0131056"	"10005500"	"               "		"11"	"AE262100-78000T"	"85710-0D570-00           "	10	"0070192"	10-JAN-25	"163457"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
98	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0224"	"0"	"3000"	"0131056"	"10005500"	"               "		"UR"	"AE262100-78000T"	"85710-0D570-00           "	10	"454"	10-JAN-25	"163458"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
99	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0225"	"0"	"2000"	"0131056"	"10005500"	"               "		"11"	"AE262100-78000T"	"85710-0D570-00           "	10	"0070223"	10-JAN-25	"163502"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
100	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0226"	"0"	"3000"	"0131056"	"10005500"	"               "		"UR"	"AE262100-78000T"	"85710-0D570-00           "	10	"453"	10-JAN-25	"163504"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
101	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0227"	"0"	"2000"	"0131056"	"10005500"	"               "		"11"	"AE262100-78000T"	"85710-0D570-00           "	10	"0070218"	10-JAN-25	"163507"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
102	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0228"	"0"	"3000"	"0131056"	"10005500"	"               "		"UR"	"AE262100-78000T"	"85710-0D570-00           "	10	"463"	10-JAN-25	"163508"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
103	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0229"	"0"	"2000"	"0131056"	"10005500"	"               "		"11"	"AE262100-78000T"	"85710-0D570-00           "	10	"0070166"	10-JAN-25	"163512"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
104	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0230"	"0"	"3000"	"0131056"	"10005500"	"               "		"UR"	"AE262100-78000T"	"85710-0D570-00           "	10	"464"	10-JAN-25	"163513"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
105	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0231"	"0"	"2000"	"0131056"	"10005500"	"               "		"11"	"AE262100-78000T"	"85710-0D570-00           "	10	"0070235"	10-JAN-25	"163517"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
106	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0232"	"0"	"3000"	"0131056"	"10005500"	"               "		"UR"	"AE262100-78000T"	"85710-0D570-00           "	10	"460"	10-JAN-25	"163517"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
107	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0233"	"0"	"2000"	"0131056"	"10005500"	"               "		"11"	"AE262100-78000T"	"85710-0D570-00           "	10	"0070237"	10-JAN-25	"163521"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
108	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0234"	"0"	"3000"	"0131056"	"10005500"	"               "		"UR"	"AE262100-78000T"	"85710-0D570-00           "	10	"459"	10-JAN-25	"163523"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
109	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0235"	"0"	"2000"	"0131056"	"10005500"	"               "		"11"	"AE262100-78000T"	"85710-0D570-00           "	10	"0070183"	10-JAN-25	"163525"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
110	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0236"	"0"	"3000"	"0131056"	"10005500"	"               "		"UR"	"AE262100-78000T"	"85710-0D570-00           "	10	"451"	10-JAN-25	"163527"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
111	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0237"	"0"	"2000"	"0131056"	"10005500"	"               "		"11"	"AE262100-78100T"	"85720-0D570-00           "	10	"0070157"	10-JAN-25	"163533"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
112	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0238"	"0"	"3000"	"0131056"	"10005500"	"               "		"UR"	"AE262100-78100T"	"85720-0D570-00           "	10	"529"	10-JAN-25	"163534"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
153	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0279"	"0"	"3000"	"0131056"	"10005500"	"               "		"UR"	"AE062020-37510T"	"85720-0K270-00           "	10	"808"	10-JAN-25	"163756"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
154	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0280"	"0"	"2000"	"0131056"	"10005500"	"               "		"11"	"AE062020-37510T"	"85720-0K270-00           "	10	"0070063"	10-JAN-25	"163758"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
155	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0281"	"0"	"3000"	"0131056"	"10005500"	"               "		"UR"	"AE062020-37510T"	"85720-0K270-00           "	10	"801"	10-JAN-25	"163759"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
156	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0282"	"0"	"2000"	"0131056"	"10005500"	"               "		"11"	"AE062020-37510T"	"85720-0K270-00           "	10	"0070109"	10-JAN-25	"163801"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
157	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0283"	"0"	"3000"	"0131056"	"10005500"	"               "		"UR"	"AE062020-37510T"	"85720-0K270-00           "	10	"807"	10-JAN-25	"163803"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
158	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0284"	"0"	"2000"	"0131056"	"10005500"	"               "		"11"	"AE062020-37510T"	"85720-0K270-00           "	10	"0070123"	10-JAN-25	"163806"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
159	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0285"	"0"	"3000"	"0131056"	"10005500"	"               "		"UR"	"AE062020-37510T"	"85720-0K270-00           "	10	"813"	10-JAN-25	"163807"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
160	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0286"	"0"	"2000"	"0131056"	"10005500"	"               "		"11"	"AE062020-37510T"	"85720-0K270-00           "	10	"0070111"	10-JAN-25	"163810"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
161	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0287"	"0"	"3000"	"0131056"	"10005500"	"               "		"UR"	"AE062020-37510T"	"85720-0K270-00           "	10	"811"	10-JAN-25	"163811"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
162	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0288"	"0"	"2000"	"0131056"	"10005500"	"               "		"11"	"AE062020-37510T"	"85720-0K270-00           "	10	"0070100"	10-JAN-25	"163812"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
163	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0289"	"0"	"3000"	"0131056"	"10005500"	"               "		"UR"	"AE062020-37510T"	"85720-0K270-00           "	10	"803"	10-JAN-25	"163814"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
164	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0290"	"0"	"2000"	"0131056"	"10005500"	"               "		"11"	"AE062020-37510T"	"85720-0K270-00           "	10	"0070062"	10-JAN-25	"163817"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
165	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0291"	"0"	"3000"	"0131056"	"10005500"	"               "		"UR"	"AE062020-37510T"	"85720-0K270-00           "	10	"809"	10-JAN-25	"163818"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
166	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0292"	"0"	"2000"	"0131056"	"10005500"	"               "		"11"	"AE062020-37510T"	"85720-0K270-00           "	10	"0070081"	10-JAN-25	"163821"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
167	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0293"	"0"	"3000"	"0131056"	"10005500"	"               "		"UR"	"AE062020-37510T"	"85720-0K270-00           "	10	"802"	10-JAN-25	"163821"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
168	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0294"	"0"	"2000"	"0131056"	"10005500"	"               "		"11"	"AE062020-37510T"	"85720-0K270-00           "	10	"0070133"	10-JAN-25	"163827"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
169	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0295"	"0"	"3000"	"0131056"	"10005500"	"               "		"UR"	"AE062020-37510T"	"85720-0K270-00           "	10	"799"	10-JAN-25	"163828"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
170	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0296"	"0"	"2000"	"0131056"	"10005500"	"               "		"11"	"AE062020-37510T"	"85720-0K270-00           "	10	"0070054"	10-JAN-25	"163830"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
171	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0297"	"0"	"3000"	"0131056"	"10005500"	"               "		"UR"	"AE062020-37510T"	"85720-0K270-00           "	10	"810"	10-JAN-25	"163834"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
192	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0318"	"0"	"3000"	"0131056"	"10005500"	"               "		"UR"	"AE062020-37310T"	"85710-0K190-00           "	10	"507"	10-JAN-25	"163933"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
193	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0319"	"0"	"2000"	"0131056"	"10005500"	"               "		"11"	"AE062020-37310T"	"85710-0K190-00           "	10	"0070091"	10-JAN-25	"163936"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
194	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0320"	"0"	"3000"	"0131056"	"10005500"	"               "		"UR"	"AE062020-37310T"	"85710-0K190-00           "	10	"494"	10-JAN-25	"163937"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
195	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0321"	"0"	"2000"	"0131056"	"10005500"	"               "		"11"	"AE062020-37310T"	"85710-0K190-00           "	10	"0070242"	10-JAN-25	"163942"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
196	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0322"	"0"	"3000"	"0131056"	"10005500"	"               "		"UR"	"AE062020-37310T"	"85710-0K190-00           "	10	"500"	10-JAN-25	"163943"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
197	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0323"	"0"	"2000"	"0131056"	"10005500"	"               "		"11"	"AE062020-37310T"	"85710-0K190-00           "	10	"0070128"	10-JAN-25	"163945"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
198	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0324"	"0"	"3000"	"0131056"	"10005500"	"               "		"UR"	"AE062020-37310T"	"85710-0K190-00           "	10	"497"	10-JAN-25	"163946"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
199	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0325"	"0"	"2000"	"0131056"	"10005500"	"               "		"11"	"AE062020-37310T"	"85710-0K190-00           "	10	"0070146"	10-JAN-25	"163948"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
200	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0326"	"0"	"3000"	"0131056"	"10005500"	"               "		"UR"	"AE062020-37310T"	"85710-0K190-00           "	10	"503"	10-JAN-25	"163949"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
201	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0327"	"0"	"2000"	"0131056"	"10005500"	"               "		"11"	"AE062020-37310T"	"85710-0K190-00           "	10	"0070084"	10-JAN-25	"163954"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
202	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0328"	"0"	"3000"	"0131056"	"10005500"	"               "		"UR"	"AE062020-37310T"	"85710-0K190-00           "	10	"509"	10-JAN-25	"163955"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
203	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0329"	"0"	"2000"	"0131056"	"10005500"	"               "		"11"	"AE062020-37310T"	"85710-0K190-00           "	10	"0070217"	10-JAN-25	"163958"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
204	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0330"	"0"	"3000"	"0131056"	"10005500"	"               "		"UR"	"AE062020-37310T"	"85710-0K190-00           "	10	"496"	10-JAN-25	"163959"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
205	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0331"	"0"	"2000"	"0131056"	"10005500"	"               "		"11"	"AE062020-37310T"	"85710-0K190-00           "	10	"0070089"	10-JAN-25	"164003"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
206	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0332"	"0"	"3000"	"0131056"	"10005500"	"               "		"UR"	"AE062020-37310T"	"85710-0K190-00           "	10	"502"	10-JAN-25	"164004"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
207	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0333"	"0"	"2000"	"0131056"	"10005500"	"               "		"11"	"AE062020-37310T"	"85710-0K190-00           "	10	"0070121"	10-JAN-25	"164008"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
208	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0334"	"0"	"3000"	"0131056"	"10005500"	"               "		"UR"	"AE062020-37310T"	"85710-0K190-00           "	10	"508"	10-JAN-25	"164009"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
209	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0335"	"0"	"1000"	"0131056"	"10005500"	"               "		"  "	"               "	"                         "		""	10-JAN-25	"164022"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
210	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0336"	"0"	"2000"	"0131056"	"10005500"	"               "		"11"	"AE262100-78300T"	"85720-0D580-00           "	10	"0070423"	10-JAN-25	"164026"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
2128	"11"	"00"	" "	" "	" "	" "	"977"	10-JAN-25	1	"0045"	"0"	"3000"	"0130985"	"11001200"	"               "		"CS"	"               "	"147109869R               "	6	"2070603"	10-JAN-25	"213901"	25-APR-25	"DSTH"	"40040"	"00"	"5"	"20250110.CSV"
2129	"11"	"00"	" "	" "	" "	" "	"977"	10-JAN-25	1	"0046"	"0"	"2000"	"0130985"	"11001200"	"               "		"11"	"VN150100-03410G"	"147109869R               "	6	"0070015"	10-JAN-25	"213903"	25-APR-25	"DSTH"	"40040"	"00"	"5"	"20250110.CSV"
2110	"11"	"00"	" "	" "	" "	" "	"977"	10-JAN-25	1	"0027"	"0"	"3000"	"0130985"	"11001200"	"               "		"CS"	"               "	"147105X00D               "	6	"2070313"	10-JAN-25	"213832"	25-APR-25	"DSTH"	"40040"	"00"	"5"	"20250110.CSV"
2111	"11"	"00"	" "	" "	" "	" "	"977"	10-JAN-25	1	"0028"	"0"	"2000"	"0130985"	"11001200"	"               "		"11"	"VN150100-00840G"	"147105X00D               "	6	"0070040"	10-JAN-25	"213834"	25-APR-25	"DSTH"	"40040"	"00"	"5"	"20250110.CSV"
2112	"11"	"00"	" "	" "	" "	" "	"977"	10-JAN-25	1	"0029"	"0"	"3000"	"0130985"	"11001200"	"               "		"CS"	"               "	"147105X00D               "	6	"2070314"	10-JAN-25	"213835"	25-APR-25	"DSTH"	"40040"	"00"	"5"	"20250110.CSV"
2113	"11"	"00"	" "	" "	" "	" "	"977"	10-JAN-25	1	"0030"	"0"	"2000"	"0130985"	"11001200"	"               "		"11"	"VN150100-00840G"	"147105X00D               "	6	"0070018"	10-JAN-25	"213836"	25-APR-25	"DSTH"	"40040"	"00"	"5"	"20250110.CSV"
2114	"11"	"00"	" "	" "	" "	" "	"977"	10-JAN-25	1	"0031"	"0"	"3000"	"0130985"	"11001200"	"               "		"CS"	"               "	"147105X00D               "	6	"2070315"	10-JAN-25	"213837"	25-APR-25	"DSTH"	"40040"	"00"	"5"	"20250110.CSV"
2115	"11"	"00"	" "	" "	" "	" "	"977"	10-JAN-25	1	"0032"	"0"	"2000"	"0130985"	"11001200"	"               "		"11"	"VN150100-00840G"	"147105X00D               "	6	"0070004"	10-JAN-25	"213838"	25-APR-25	"DSTH"	"40040"	"00"	"5"	"20250110.CSV"
2116	"11"	"00"	" "	" "	" "	" "	"977"	10-JAN-25	1	"0033"	"0"	"3000"	"0130985"	"11001200"	"               "		"CS"	"               "	"147105X00D               "	6	"2070316"	10-JAN-25	"213839"	25-APR-25	"DSTH"	"40040"	"00"	"5"	"20250110.CSV"
2117	"11"	"00"	" "	" "	" "	" "	"977"	10-JAN-25	1	"0034"	"0"	"2000"	"0130985"	"11001200"	"               "		"11"	"VN150100-03410G"	"147109869R               "	6	"0070022"	10-JAN-25	"213844"	25-APR-25	"DSTH"	"40040"	"00"	"5"	"20250110.CSV"
2118	"11"	"00"	" "	" "	" "	" "	"977"	10-JAN-25	1	"0035"	"0"	"3000"	"0130985"	"11001200"	"               "		"CS"	"               "	"147109869R               "	6	"2070606"	10-JAN-25	"213845"	25-APR-25	"DSTH"	"40040"	"00"	"5"	"20250110.CSV"
2119	"11"	"00"	" "	" "	" "	" "	"977"	10-JAN-25	1	"0036"	"0"	"2000"	"0130985"	"11001200"	"               "		"11"	"VN150100-03410G"	"147109869R               "	6	"0070029"	10-JAN-25	"213847"	25-APR-25	"DSTH"	"40040"	"00"	"5"	"20250110.CSV"
2120	"11"	"00"	" "	" "	" "	" "	"977"	10-JAN-25	1	"0037"	"0"	"3000"	"0130985"	"11001200"	"               "		"CS"	"               "	"147109869R               "	6	"2070607"	10-JAN-25	"213848"	25-APR-25	"DSTH"	"40040"	"00"	"5"	"20250110.CSV"
2121	"11"	"00"	" "	" "	" "	" "	"977"	10-JAN-25	1	"0038"	"0"	"2000"	"0130985"	"11001200"	"               "		"11"	"VN150100-03410G"	"147109869R               "	6	"0070021"	10-JAN-25	"213851"	25-APR-25	"DSTH"	"40040"	"00"	"5"	"20250110.CSV"
2122	"11"	"00"	" "	" "	" "	" "	"977"	10-JAN-25	1	"0039"	"0"	"3000"	"0130985"	"11001200"	"               "		"CS"	"               "	"147109869R               "	6	"2070608"	10-JAN-25	"213852"	25-APR-25	"DSTH"	"40040"	"00"	"5"	"20250110.CSV"
2123	"11"	"00"	" "	" "	" "	" "	"977"	10-JAN-25	1	"0040"	"0"	"2000"	"0130985"	"11001200"	"               "		"11"	"VN150100-03410G"	"147109869R               "	6	"0070011"	10-JAN-25	"213855"	25-APR-25	"DSTH"	"40040"	"00"	"5"	"20250110.CSV"
2124	"11"	"00"	" "	" "	" "	" "	"977"	10-JAN-25	1	"0041"	"0"	"3000"	"0130985"	"11001200"	"               "		"CS"	"               "	"147109869R               "	6	"2070605"	10-JAN-25	"213856"	25-APR-25	"DSTH"	"40040"	"00"	"5"	"20250110.CSV"
2125	"11"	"00"	" "	" "	" "	" "	"977"	10-JAN-25	1	"0042"	"0"	"2000"	"0130985"	"11001200"	"               "		"11"	"VN150100-03410G"	"147109869R               "	6	"0070042"	10-JAN-25	"213858"	25-APR-25	"DSTH"	"40040"	"00"	"5"	"20250110.CSV"
2126	"11"	"00"	" "	" "	" "	" "	"977"	10-JAN-25	1	"0043"	"0"	"3000"	"0130985"	"11001200"	"               "		"CS"	"               "	"147109869R               "	6	"2070604"	10-JAN-25	"213859"	25-APR-25	"DSTH"	"40040"	"00"	"5"	"20250110.CSV"
2127	"11"	"00"	" "	" "	" "	" "	"977"	10-JAN-25	1	"0044"	"0"	"2000"	"0130985"	"11001200"	"               "		"11"	"VN150100-03410G"	"147109869R               "	6	"0070023"	10-JAN-25	"213900"	25-APR-25	"DSTH"	"40040"	"00"	"5"	"20250110.CSV"
211	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0337"	"0"	"3000"	"0131056"	"10005500"	"               "		"UR"	"AE262100-78300T"	"85720-0D580-00           "	10	"863"	10-JAN-25	"164027"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
216	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0342"	"0"	"2000"	"0131056"	"10005500"	"               "		"11"	"AE262100-78300T"	"85720-0D580-00           "	10	"0070388"	10-JAN-25	"164037"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
217	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0343"	"0"	"3000"	"0131056"	"10005500"	"               "		"UR"	"AE262100-78300T"	"85720-0D580-00           "	10	"867"	10-JAN-25	"164038"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
212	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0338"	"0"	"2000"	"0131056"	"10005500"	"               "		"11"	"AE262100-78300T"	"85720-0D580-00           "	10	"0070248"	10-JAN-25	"164029"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
218	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0344"	"0"	"2000"	"0131056"	"10005500"	"               "		"11"	"AE262100-78300T"	"85720-0D580-00           "	10	"0070227"	10-JAN-25	"164041"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
219	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0345"	"0"	"3000"	"0131056"	"10005500"	"               "		"UR"	"AE262100-78300T"	"85720-0D580-00           "	10	"861"	10-JAN-25	"164042"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
213	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0339"	"0"	"3000"	"0131056"	"10005500"	"               "		"UR"	"AE262100-78300T"	"85720-0D580-00           "	10	"851"	10-JAN-25	"164030"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
220	"48"	"08"	" "	" "	" "	" "	"555"	10-JAN-25	1	"0346"	"0"	"2000"	"0131056"	"10005500"	"               "		"11"	"AE262100-78300T"	"85720-0D580-00           "	10	"0070448"	10-JAN-25	"164044"	25-APR-25	"DSTH"	"40040"	"01"	"1"	"20250110.CSV"
